index,date,open,high,low,close,volume
0,"2020/12/31, 05:30:00",1.5664,1.5665,1.56589,1.56609,1e+100
1,"2020/12/31, 06:00:00",1.56609,1.56638,1.56593,1.56625,1e+100
2,"2020/12/31, 06:30:00",1.56625,1.56659,1.56599,1.56602,1e+100
3,"2020/12/31, 07:00:00",1.56602,1.56627,1.5655,1.56603,1e+100
4,"2020/12/31, 07:30:00",1.56603,1.5662,1.56555,1.5662,1e+100
5,"2020/12/31, 08:00:00",1.5662,1.568,1.56614,1.56766,1e+100
6,"2020/12/31, 08:30:00",1.56766,1.56845,1.56756,1.56775,1e+100
7,"2020/12/31, 09:00:00",1.56775,1.56783,1.56635,1.56648,1e+100
8,"2020/12/31, 09:30:00",1.56648,1.56738,1.56508,1.56724,1e+100
9,"2020/12/31, 10:00:00",1.56724,1.5675,1.56562,1.56653,1e+100
10,"2020/12/31, 10:30:00",1.56653,1.56779,1.56532,1.56555,1e+100
11,"2020/12/31, 11:00:00",1.56555,1.5667,1.56468,1.5649,1e+100
12,"2020/12/31, 11:30:00",1.5649,1.5656,1.56397,1.56445,1e+100
13,"2020/12/31, 12:00:00",1.56445,1.56529,1.56396,1.56512,1e+100
14,"2020/12/31, 12:30:00",1.56512,1.56512,1.56177,1.56286,1e+100
15,"2020/12/31, 13:00:00",1.56286,1.56444,1.56285,1.56412,1e+100
16,"2020/12/31, 13:30:00",1.56412,1.56501,1.56328,1.56456,1e+100
17,"2020/12/31, 14:00:00",1.56456,1.56456,1.563,1.56431,1e+100
18,"2020/12/31, 14:30:00",1.56431,1.56486,1.56372,1.56444,1e+100
19,"2020/12/31, 15:00:00",1.56444,1.56456,1.56107,1.56187,1e+100
20,"2020/12/31, 15:30:00",1.56187,1.56213,1.55986,1.56116,1e+100
21,"2020/12/31, 16:00:00",1.56116,1.56145,1.55941,1.55986,1e+100
22,"2020/12/31, 16:30:00",1.55986,1.55989,1.55688,1.55886,1e+100
23,"2020/12/31, 17:00:00",1.55886,1.55934,1.55786,1.55822,1e+100
24,"2020/12/31, 17:30:00",1.55822,1.56002,1.55713,1.55979,1e+100
25,"2020/12/31, 18:00:00",1.55979,1.56076,1.55901,1.56013,1e+100
26,"2020/12/31, 18:30:00",1.56013,1.56111,1.55968,1.56086,1e+100
27,"2020/12/31, 19:00:00",1.56086,1.56087,1.55853,1.55924,1e+100
28,"2020/12/31, 19:30:00",1.55924,1.55997,1.55857,1.5586,1e+100
29,"2020/12/31, 20:00:00",1.5586,1.55895,1.55762,1.55773,1e+100
30,"2020/12/31, 20:30:00",1.55773,1.55806,1.55468,1.55496,1e+100
31,"2020/12/31, 21:00:00",1.55496,1.55606,1.55475,1.5549,1e+100
32,"2020/12/31, 21:30:00",1.5549,1.55622,1.55384,1.55419,1e+100
33,"2020/12/31, 22:00:00",1.55419,1.55581,1.55419,1.55538,1e+100
34,"2020/12/31, 22:30:00",1.55538,1.55597,1.55457,1.55457,1e+100
35,"2021/01/03, 23:00:00",1.55457,1.55857,1.55457,1.55831,1e+100
36,"2021/01/03, 23:30:00",1.55831,1.5586,1.55759,1.55765,1e+100
37,"2021/01/04, 00:00:00",1.55765,1.55871,1.557,1.55762,1e+100
38,"2021/01/04, 00:30:00",1.55762,1.55923,1.55745,1.55866,1e+100
39,"2021/01/04, 01:00:00",1.55866,1.55915,1.55762,1.55909,1e+100
40,"2021/01/04, 01:30:00",1.55909,1.55909,1.55827,1.55857,1e+100
41,"2021/01/04, 02:00:00",1.55857,1.55859,1.55716,1.55719,1e+100
42,"2021/01/04, 02:30:00",1.55719,1.55745,1.55691,1.55698,1e+100
43,"2021/01/04, 03:00:00",1.55698,1.55752,1.55679,1.55689,1e+100
44,"2021/01/04, 03:30:00",1.55689,1.55705,1.55603,1.55642,1e+100
45,"2021/01/04, 04:00:00",1.55642,1.55657,1.55559,1.55627,1e+100
46,"2021/01/04, 04:30:00",1.55627,1.55639,1.5553,1.55623,1e+100
47,"2021/01/04, 05:00:00",1.55623,1.55627,1.55548,1.5557,1e+100
48,"2021/01/04, 05:30:00",1.5557,1.55616,1.55543,1.55612,1e+100
49,"2021/01/04, 06:00:00",1.55612,1.5565,1.55573,1.55643,1e+100
50,"2021/01/04, 06:30:00",1.55643,1.55755,1.55642,1.55728,1e+100
51,"2021/01/04, 07:00:00",1.55728,1.55732,1.55592,1.5563,1e+100
52,"2021/01/04, 07:30:00",1.5563,1.5569,1.55598,1.5566,1e+100
53,"2021/01/04, 08:00:00",1.5566,1.55721,1.55597,1.55704,1e+100
54,"2021/01/04, 08:30:00",1.55704,1.55765,1.55603,1.55695,1e+100
55,"2021/01/04, 09:00:00",1.55695,1.55881,1.55695,1.55867,1e+100
56,"2021/01/04, 09:30:00",1.55867,1.55973,1.55791,1.55795,1e+100
57,"2021/01/04, 10:00:00",1.55795,1.55968,1.55776,1.55853,1e+100
58,"2021/01/04, 10:30:00",1.55853,1.55903,1.55787,1.55814,1e+100
59,"2021/01/04, 11:00:00",1.55814,1.55836,1.55707,1.55794,1e+100
60,"2021/01/04, 11:30:00",1.55794,1.55887,1.55755,1.55842,1e+100
61,"2021/01/04, 12:00:00",1.55842,1.55948,1.55813,1.55936,1e+100
62,"2021/01/04, 12:30:00",1.55936,1.56016,1.55925,1.55967,1e+100
63,"2021/01/04, 13:00:00",1.55967,1.56104,1.55898,1.56016,1e+100
64,"2021/01/04, 13:30:00",1.56016,1.5624,1.55999,1.56224,1e+100
65,"2021/01/04, 14:00:00",1.56224,1.56307,1.56159,1.56233,1e+100
66,"2021/01/04, 14:30:00",1.56233,1.56245,1.56099,1.56192,1e+100
67,"2021/01/04, 15:00:00",1.56192,1.56293,1.56116,1.56279,1e+100
68,"2021/01/04, 15:30:00",1.56279,1.56391,1.56108,1.56172,1e+100
69,"2021/01/04, 16:00:00",1.56172,1.56308,1.55944,1.56268,1e+100
70,"2021/01/04, 16:30:00",1.56268,1.56396,1.56113,1.56309,1e+100
71,"2021/01/04, 17:00:00",1.56309,1.56575,1.56304,1.56409,1e+100
72,"2021/01/04, 17:30:00",1.56409,1.56644,1.56379,1.56642,1e+100
73,"2021/01/04, 18:00:00",1.56642,1.56808,1.56603,1.56702,1e+100
74,"2021/01/04, 18:30:00",1.56702,1.56767,1.56566,1.56612,1e+100
75,"2021/01/04, 19:00:00",1.56612,1.56676,1.56478,1.56578,1e+100
76,"2021/01/04, 19:30:00",1.56578,1.56586,1.56372,1.5646,1e+100
77,"2021/01/04, 20:00:00",1.5646,1.56532,1.56431,1.56471,1e+100
78,"2021/01/04, 20:30:00",1.56471,1.56615,1.56435,1.56495,1e+100
79,"2021/01/04, 21:00:00",1.56495,1.56551,1.56454,1.56513,1e+100
80,"2021/01/04, 21:30:00",1.56513,1.56607,1.56448,1.5655,1e+100
81,"2021/01/04, 22:00:00",1.5655,1.56613,1.56521,1.56572,1e+100
82,"2021/01/04, 22:30:00",1.56572,1.56622,1.56501,1.5651,1e+100
83,"2021/01/04, 23:00:00",1.5651,1.56643,1.56476,1.56606,1e+100
