index,date,open,high,low,close,volume
0,"2019/11/14, 07:00:00",0.99004,0.99021,0.98703,0.98762,1e+100
1,"2019/11/14, 11:00:00",0.98762,0.98925,0.98745,0.98859,1e+100
2,"2019/11/14, 15:00:00",0.98859,0.98979,0.98713,0.98824,1e+100
3,"2019/11/14, 19:00:00",0.98824,0.98892,0.98756,0.98794,1e+100
4,"2019/11/14, 23:00:00",0.98794,0.98904,0.98793,0.98896,1e+100
5,"2019/11/15, 03:00:00",0.98896,0.98945,0.98892,0.98942,1e+100
6,"2019/11/15, 07:00:00",0.98942,0.99111,0.98841,0.99088,1e+100
7,"2019/11/15, 11:00:00",0.99088,0.9909,0.98908,0.98938,1e+100
8,"2019/11/15, 15:00:00",0.98938,0.99096,0.98909,0.9899,1e+100
9,"2019/11/15, 19:00:00",0.9899,0.99036,0.98918,0.98981,1e+100
10,"2019/11/17, 23:00:00",0.98981,0.99035,0.9889,0.98972,1e+100
11,"2019/11/18, 03:00:00",0.98972,0.99011,0.98938,0.98995,1e+100
12,"2019/11/18, 07:00:00",0.98995,0.99076,0.98886,0.9907,1e+100
13,"2019/11/18, 11:00:00",0.9907,0.99142,0.98905,0.98956,1e+100
14,"2019/11/18, 15:00:00",0.98956,0.9897,0.98686,0.98782,1e+100
15,"2019/11/18, 19:00:00",0.98782,0.98979,0.98756,0.98957,1e+100
16,"2019/11/18, 23:00:00",0.98957,0.98993,0.98854,0.98965,1e+100
17,"2019/11/19, 03:00:00",0.98965,0.99061,0.98957,0.98995,1e+100
18,"2019/11/19, 07:00:00",0.98995,0.99182,0.98934,0.99163,1e+100
19,"2019/11/19, 11:00:00",0.99163,0.99189,0.99068,0.9913,1e+100
20,"2019/11/19, 15:00:00",0.9913,0.99168,0.98937,0.99062,1e+100
21,"2019/11/19, 19:00:00",0.99062,0.99116,0.99033,0.99049,1e+100
22,"2019/11/19, 23:00:00",0.99049,0.99103,0.9899,0.99056,1e+100
23,"2019/11/20, 03:00:00",0.99056,0.99071,0.98999,0.99022,1e+100
24,"2019/11/20, 07:00:00",0.99022,0.99163,0.98988,0.99143,1e+100
25,"2019/11/20, 11:00:00",0.99143,0.9937,0.9911,0.99268,1e+100
26,"2019/11/20, 15:00:00",0.99268,0.99351,0.99077,0.9911,1e+100
27,"2019/11/20, 19:00:00",0.9911,0.99204,0.98998,0.99088,1e+100
28,"2019/11/20, 23:00:00",0.99088,0.99143,0.98907,0.98943,1e+100
29,"2019/11/21, 03:00:00",0.98943,0.99095,0.98926,0.99083,1e+100
30,"2019/11/21, 07:00:00",0.99083,0.99159,0.98998,0.99048,1e+100
31,"2019/11/21, 11:00:00",0.99048,0.99205,0.98997,0.99199,1e+100
32,"2019/11/21, 15:00:00",0.99199,0.99269,0.9911,0.9926,1e+100
33,"2019/11/21, 19:00:00",0.9926,0.99349,0.99258,0.99313,1e+100
34,"2019/11/21, 23:00:00",0.99313,0.99385,0.99239,0.99371,1e+100
35,"2019/11/22, 03:00:00",0.99371,0.99383,0.99342,0.99362,1e+100
36,"2019/11/22, 07:00:00",0.99362,0.99489,0.99307,0.99359,1e+100
37,"2019/11/22, 11:00:00",0.99359,0.99477,0.99351,0.99446,1e+100
38,"2019/11/22, 15:00:00",0.99446,0.99777,0.99441,0.99774,1e+100
39,"2019/11/22, 19:00:00",0.99774,0.99804,0.99695,0.99767,1e+100
40,"2019/11/24, 23:00:00",0.99767,0.99823,0.99709,0.9971,1e+100
41,"2019/11/25, 03:00:00",0.9971,0.99748,0.99655,0.99726,1e+100
42,"2019/11/25, 07:00:00",0.99726,0.99779,0.99677,0.99757,1e+100
43,"2019/11/25, 11:00:00",0.99757,0.99855,0.99725,0.99796,1e+100
44,"2019/11/25, 15:00:00",0.99796,0.99858,0.99601,0.9968,1e+100
45,"2019/11/25, 19:00:00",0.9968,0.99728,0.99652,0.99652,1e+100
46,"2019/11/25, 23:00:00",0.99652,0.99766,0.99631,0.99695,1e+100
47,"2019/11/26, 03:00:00",0.99695,0.99698,0.99626,0.99655,1e+100
48,"2019/11/26, 07:00:00",0.99655,0.99862,0.99646,0.99767,1e+100
49,"2019/11/26, 11:00:00",0.99767,0.99775,0.9964,0.99698,1e+100
50,"2019/11/26, 15:00:00",0.99698,0.99869,0.99643,0.99757,1e+100
51,"2019/11/26, 19:00:00",0.99757,0.99794,0.99673,0.99719,1e+100
52,"2019/11/26, 23:00:00",0.99719,0.99802,0.99688,0.99794,1e+100
53,"2019/11/27, 03:00:00",0.99794,0.99821,0.99754,0.99815,1e+100
54,"2019/11/27, 07:00:00",0.99815,0.99876,0.99745,0.99784,1e+100
55,"2019/11/27, 11:00:00",0.99784,0.99938,0.99763,0.99883,1e+100
56,"2019/11/27, 15:00:00",0.99883,1.00004,0.99864,0.9997,1e+100
57,"2019/11/27, 19:00:00",0.9997,0.99998,0.99902,0.99925,1e+100
58,"2019/11/27, 23:00:00",0.99925,0.9994,0.99819,0.99862,1e+100
59,"2019/11/28, 03:00:00",0.99862,0.9991,0.99859,0.99899,1e+100
60,"2019/11/28, 07:00:00",0.99899,0.99961,0.99848,0.9987,1e+100
61,"2019/11/28, 11:00:00",0.9987,0.99921,0.99832,0.99877,1e+100
62,"2019/11/28, 15:00:00",0.99877,0.9992,0.99852,0.99898,1e+100
63,"2019/11/28, 19:00:00",0.99898,0.99913,0.9982,0.99856,1e+100
64,"2019/11/28, 23:00:00",0.99856,0.99905,0.99815,0.99856,1e+100
65,"2019/11/29, 03:00:00",0.99856,0.99877,0.99826,0.99834,1e+100
66,"2019/11/29, 07:00:00",0.99834,1.00004,0.99823,0.99963,1e+100
67,"2019/11/29, 11:00:00",0.99963,1.00192,0.9994,1.00173,1e+100
68,"2019/11/29, 15:00:00",1.00173,1.00235,0.99907,0.9997,1e+100
69,"2019/11/29, 19:00:00",0.9997,1.00019,0.99941,1.00007,1e+100
70,"2019/12/01, 23:00:00",1.00007,1.00088,0.99979,1.00019,1e+100
71,"2019/12/02, 03:00:00",1.00019,1.0004,0.99967,0.99999,1e+100
72,"2019/12/02, 07:00:00",0.99999,1.00063,0.99931,0.99999,1e+100
73,"2019/12/02, 11:00:00",0.99999,1.00014,0.99634,0.99672,1e+100
74,"2019/12/02, 15:00:00",0.99672,0.99672,0.99123,0.99209,1e+100
75,"2019/12/02, 19:00:00",0.99209,0.99277,0.99116,0.99126,1e+100
76,"2019/12/02, 23:00:00",0.99126,0.99204,0.99112,0.9919,1e+100
77,"2019/12/03, 03:00:00",0.9919,0.99264,0.99178,0.99233,1e+100
78,"2019/12/03, 07:00:00",0.99233,0.99244,0.98921,0.98932,1e+100
79,"2019/12/03, 11:00:00",0.98932,0.99035,0.98819,0.9883,1e+100
80,"2019/12/03, 15:00:00",0.9883,0.9884,0.98574,0.98627,1e+100
81,"2019/12/03, 19:00:00",0.98627,0.9874,0.98599,0.98717,1e+100
82,"2019/12/03, 23:00:00",0.98717,0.98748,0.98659,0.98713,1e+100
83,"2019/12/04, 03:00:00",0.98713,0.98765,0.98695,0.98757,1e+100
84,"2019/12/04, 07:00:00",0.98757,0.98948,0.98554,0.98882,1e+100
85,"2019/12/04, 11:00:00",0.98882,0.98932,0.98685,0.98707,1e+100
86,"2019/12/04, 15:00:00",0.98707,0.98999,0.98638,0.98929,1e+100
87,"2019/12/04, 19:00:00",0.98929,0.98998,0.98845,0.98852,1e+100
88,"2019/12/04, 23:00:00",0.98852,0.989,0.9879,0.98818,1e+100
89,"2019/12/05, 03:00:00",0.98818,0.98849,0.98747,0.98767,1e+100
90,"2019/12/05, 07:00:00",0.98767,0.98948,0.98738,0.9891,1e+100
91,"2019/12/05, 11:00:00",0.9891,0.98955,0.98802,0.9894,1e+100
92,"2019/12/05, 15:00:00",0.9894,0.9895,0.98685,0.98722,1e+100
93,"2019/12/05, 19:00:00",0.98722,0.98765,0.98685,0.98722,1e+100
94,"2019/12/05, 23:00:00",0.98722,0.98755,0.98692,0.98695,1e+100
95,"2019/12/06, 03:00:00",0.98695,0.98748,0.98683,0.98709,1e+100
96,"2019/12/06, 07:00:00",0.98709,0.98827,0.98648,0.98803,1e+100
97,"2019/12/06, 11:00:00",0.98803,0.99176,0.9877,0.99028,1e+100
98,"2019/12/06, 15:00:00",0.99028,0.99177,0.98979,0.99023,1e+100
99,"2019/12/06, 19:00:00",0.99023,0.99048,0.98979,0.99021,1e+100
100,"2019/12/08, 23:00:00",0.99021,0.99103,0.98999,0.99046,1e+100
101,"2019/12/09, 03:00:00",0.99046,0.99106,0.99045,0.99094,1e+100
102,"2019/12/09, 07:00:00",0.99094,0.99098,0.98959,0.99024,1e+100
103,"2019/12/09, 11:00:00",0.99024,0.99064,0.98922,0.98946,1e+100
104,"2019/12/09, 15:00:00",0.98946,0.98976,0.98752,0.98869,1e+100
105,"2019/12/09, 19:00:00",0.98869,0.98886,0.98764,0.98809,1e+100
106,"2019/12/09, 23:00:00",0.98809,0.98848,0.98771,0.98804,1e+100
107,"2019/12/10, 03:00:00",0.98804,0.98813,0.98769,0.98788,1e+100
108,"2019/12/10, 07:00:00",0.98788,0.98791,0.9862,0.98626,1e+100
